"","gen_dur","subf_dur","fam_dur","supfam_dur","ord_dur","cla_dur"
"8614",41.3,NA,NA,NA,NA,NA
"8615",104.1,NA,NA,NA,NA,NA
"8616",30.3,NA,NA,NA,NA,NA
"8617",17.5,NA,NA,NA,NA,NA
"8618",134.5,NA,NA,NA,NA,NA
"8619",18,NA,NA,NA,NA,NA
"8620",54.392,NA,NA,NA,NA,NA
"8621",27.5,NA,NA,NA,NA,NA
"8622",3.6,NA,NA,NA,NA,NA
"8623",20.4283,NA,NA,NA,NA,NA
"8624",85.23,NA,NA,NA,NA,NA
"8625",17.9,NA,NA,NA,NA,NA
"8626",308.8,NA,NA,NA,NA,NA
"8627",3.5883,NA,NA,NA,NA,NA
"8628",70.5883,NA,NA,NA,NA,NA
"8629",27.5,NA,NA,NA,NA,NA
"8630",7.4,NA,NA,NA,NA,NA
"8631",168.3,NA,NA,NA,NA,NA
"8632",47.592,NA,NA,NA,NA,NA
"8633",70.6,NA,NA,NA,NA,NA
"8634",47.1,NA,NA,NA,NA,NA
"8635",61.63,NA,NA,NA,NA,NA
"8636",119.27,NA,NA,NA,NA,NA
"8637",17.5,NA,NA,NA,NA,NA
"8638",22.249,NA,NA,NA,NA,NA
"8639",38,NA,NA,NA,NA,NA
"8640",60,NA,NA,NA,NA,NA
"8641",47.7883,NA,NA,NA,NA,NA
"8642",15.9583,NA,NA,NA,NA,NA
"8643",53.412,NA,NA,NA,NA,NA
"8644",129.3883,NA,NA,NA,NA,NA
"8645",59.4,NA,NA,NA,NA,NA
"8646",46.012,NA,NA,NA,NA,NA
"8647",20.44,NA,NA,NA,NA,NA
"8648",44.392,NA,NA,NA,NA,NA
"8649",42,NA,NA,NA,NA,NA
"8650",43,NA,NA,NA,NA,NA
"8651",41.7,NA,NA,NA,NA,NA
"8652",22.292,NA,NA,NA,NA,NA
"8653",11.608,NA,NA,NA,NA,NA
"8654",41.3,NA,NA,NA,NA,NA
"8655",47.7883,NA,NA,NA,NA,NA
"8656",17.5,NA,NA,NA,NA,NA
"8657",48.6,NA,NA,NA,NA,NA
"8658",48.754,NA,NA,NA,NA,NA
"8659",22.5,NA,NA,NA,NA,NA
"8660",68.5,NA,NA,NA,NA,NA
"8661",21.4,NA,NA,NA,NA,NA
"8662",38.7,NA,NA,NA,NA,NA
"8663",5.3213,NA,NA,NA,NA,NA
"8664",10.6,NA,NA,NA,NA,NA
"8665",29.692,NA,NA,NA,NA,NA
"8666",33.9,NA,NA,NA,NA,NA
"8667",33.8883,NA,NA,NA,NA,NA
"8668",81.2,NA,NA,NA,NA,NA
"8669",42.9,NA,NA,NA,NA,NA
"8670",11.6083,NA,NA,NA,NA,NA
"8671",9.21,NA,NA,NA,NA,NA
"8672",23.03,NA,NA,NA,NA,NA
"8673",11.6083,NA,NA,NA,NA,NA
"8674",121.679,NA,NA,NA,NA,NA
"8675",79.1,NA,NA,NA,NA,NA
"8676",10.17,NA,NA,NA,NA,NA
"8677",34.4,NA,NA,NA,NA,NA
"8678",161.3,NA,NA,NA,NA,NA
"8679",45.9,NA,NA,NA,NA,NA
"8680",19.8,NA,NA,NA,NA,NA
"8681",20.3,NA,NA,NA,NA,NA
"8682",14.7,NA,NA,NA,NA,NA
"8683",15.6,NA,NA,NA,NA,NA
"8684",30.2,NA,NA,NA,NA,NA
"8685",19.4,NA,NA,NA,NA,NA
"8686",204.7,NA,NA,NA,NA,NA
"8687",71.974,NA,NA,NA,NA,NA
"8688",13.382,NA,NA,NA,NA,NA
"8689",9,NA,NA,NA,NA,NA
"8690",140.5,NA,NA,NA,NA,NA
"8691",141.13,NA,NA,NA,NA,NA
"8692",53.867,NA,NA,NA,NA,NA
"8693",55.9883,NA,NA,NA,NA,NA
"8694",20.08,NA,NA,NA,NA,NA
"8695",27.9,NA,NA,NA,NA,NA
"8696",33.9,NA,NA,NA,NA,NA
"8697",97.7,NA,NA,NA,NA,NA
"8698",35.9,NA,NA,NA,NA,NA
"8699",29,NA,NA,NA,NA,NA
"8700",17.16,NA,NA,NA,NA,NA
"8701",80.912,NA,NA,NA,NA,NA
"8702",19.7,NA,NA,NA,NA,NA
"8703",11.41,NA,NA,NA,NA,NA
"8704",63.93,NA,NA,NA,NA,NA
"8705",45.212,NA,NA,NA,NA,NA
"8706",350.9,NA,NA,NA,NA,NA
"8707",26.4,NA,NA,NA,NA,NA
"8708",24.3,NA,NA,NA,NA,NA
"8709",33.119,NA,NA,NA,NA,NA
"8710",23.0183,NA,NA,NA,NA,NA
"8711",17.852,NA,NA,NA,NA,NA
"8712",18.8,NA,NA,NA,NA,NA
"8713",13.6,NA,NA,NA,NA,NA
"8714",50.667,NA,NA,NA,NA,NA
"8715",13.9,NA,NA,NA,NA,NA
"8716",10.87,NA,NA,NA,NA,NA
"8717",5.40000000000003,NA,NA,NA,NA,NA
"8718",50.03,NA,NA,NA,NA,NA
"8719",32.1,NA,NA,NA,NA,NA
"8720",28.8,NA,NA,NA,NA,NA
"8721",44.4,NA,NA,NA,NA,NA
"8722",26.9,NA,NA,NA,NA,NA
"8723",9.8,NA,NA,NA,NA,NA
"8724",37.9883,NA,NA,NA,NA,NA
"8725",56,NA,NA,NA,NA,NA
"8726",25.812,NA,NA,NA,NA,NA
"8727",63.4,NA,NA,NA,NA,NA
"8728",42,NA,NA,NA,NA,NA
"8729",33.2,NA,NA,NA,NA,NA
"8730",17.852,NA,NA,NA,NA,NA
"8731",13.9,NA,NA,NA,NA,NA
"8732",15.189,NA,NA,NA,NA,NA
"8733",23.0183,NA,NA,NA,NA,NA
"8734",150.9,NA,NA,NA,NA,NA
"8735",7.4,NA,NA,NA,NA,NA
"8736",17.3,NA,NA,NA,NA,NA
"8737",51.5,NA,NA,NA,NA,NA
"8738",254.5,NA,NA,NA,NA,NA
"8739",120.03,NA,NA,NA,NA,NA
"8740",43.33,NA,NA,NA,NA,NA
"8741",65.9883,NA,NA,NA,NA,NA
"8742",11.608,NA,NA,NA,NA,NA
"8743",31.64,NA,NA,NA,NA,NA
"8744",15.844,NA,NA,NA,NA,NA
"8745",68.5,NA,NA,NA,NA,NA
"8746",55.9883,NA,NA,NA,NA,NA
"8747",109.76,NA,NA,NA,NA,NA
"8748",10.6,NA,NA,NA,NA,NA
"8749",40.7,NA,NA,NA,NA,NA
"8750",15.2,NA,NA,NA,NA,NA
"8751",25.3,NA,NA,NA,NA,NA
"8752",15.7,NA,NA,NA,NA,NA
"8753",19.5,NA,NA,NA,NA,NA
"8754",66.767,NA,NA,NA,NA,NA
"8755",28,NA,NA,NA,NA,NA
"8756",44.192,NA,NA,NA,NA,NA
"8757",60.48,NA,NA,NA,NA,NA
"8758",22.03,NA,NA,NA,NA,NA
"8759",105.3,NA,NA,NA,NA,NA
"8760",3.3,NA,NA,NA,NA,NA
"8761",56.267,NA,NA,NA,NA,NA
"8762",13.65,NA,NA,NA,NA,NA
"8763",142.412,NA,NA,NA,NA,NA
"8764",241.9883,NA,NA,NA,NA,NA
"8765",6.465,NA,NA,NA,NA,NA
"8766",8.59999999999997,NA,NA,NA,NA,NA
"8767",15.9583,NA,NA,NA,NA,NA
"8768",59.794,NA,NA,NA,NA,NA
"8769",23.03,NA,NA,NA,NA,NA
"8770",27,NA,NA,NA,NA,NA
"8771",23.0183,NA,NA,NA,NA,NA
"8772",15.2,NA,NA,NA,NA,NA
"8773",113,NA,NA,NA,NA,NA
"8774",63.412,NA,NA,NA,NA,NA
"8775",61.6883,NA,NA,NA,NA,NA
"8776",17.5,NA,NA,NA,NA,NA
"8777",63.412,NA,NA,NA,NA,NA
"8778",100.5,NA,NA,NA,NA,NA
"8779",94.9,NA,NA,NA,NA,NA
"8780",46.012,NA,NA,NA,NA,NA
"8781",50.467,NA,NA,NA,NA,NA
"8782",18.2,NA,NA,NA,NA,NA
"8783",10,NA,NA,NA,NA,NA
"8784",170.3,NA,NA,NA,NA,NA
"8785",22.249,NA,NA,NA,NA,NA
"8786",128.592,NA,NA,NA,NA,NA
"8787",70.5883,NA,NA,NA,NA,NA
"8788",15.9583,NA,NA,NA,NA,NA
"8789",50.467,NA,NA,NA,NA,NA
"8790",42.97,NA,NA,NA,NA,NA
"8791",65.9883,NA,NA,NA,NA,NA
"8792",20.44,NA,NA,NA,NA,NA
"8793",33.98,NA,NA,NA,NA,NA
"8794",69,NA,NA,NA,NA,NA
"8795",31.312,NA,NA,NA,NA,NA
"8796",150.4,NA,NA,NA,NA,NA
"8797",67.2,NA,NA,NA,NA,NA
"8798",195.967,NA,NA,NA,NA,NA
"8799",26.9,NA,NA,NA,NA,NA
"8800",2.819,NA,NA,NA,NA,NA
"8801",65.93,NA,NA,NA,NA,NA
"8802",25.3,NA,NA,NA,NA,NA
"8803",19.4,NA,NA,NA,NA,NA
"8804",145.7,NA,NA,NA,NA,NA
"8805",50.667,NA,NA,NA,NA,NA
"8806",78.267,NA,NA,NA,NA,NA
"8807",33.6,NA,NA,NA,NA,NA
"8808",23,NA,NA,NA,NA,NA
"8809",17.852,NA,NA,NA,NA,NA
"8810",10.4,NA,NA,NA,NA,NA
"8811",51.9,NA,NA,NA,NA,NA
"8812",199.1,NA,NA,NA,NA,NA
"8813",65.9883,NA,NA,NA,NA,NA
"8814",4.19999999999999,NA,NA,NA,NA,NA
"8815",35.3,NA,NA,NA,NA,NA
"8816",3.6,NA,NA,NA,NA,NA
"8817",37.219,NA,NA,NA,NA,NA
"8818",10.827,NA,NA,NA,NA,NA
"8819",15.9583,NA,NA,NA,NA,NA
"8820",44.392,NA,NA,NA,NA,NA
"8821",33.6,NA,NA,NA,NA,NA
"8822",161.1,NA,NA,NA,NA,NA
"8823",29.6,NA,NA,NA,NA,NA
"8824",12.7,NA,NA,NA,NA,NA
"8825",33.774,NA,NA,NA,NA,NA
"8826",41.43,NA,NA,NA,NA,NA
"8827",16.4,NA,NA,NA,NA,NA
"8828",59.3,NA,NA,NA,NA,NA
"8829",171.6,NA,NA,NA,NA,NA
"8830",71.2,NA,NA,NA,NA,NA
"8831",27.619,NA,NA,NA,NA,NA
"8832",59.1883,NA,NA,NA,NA,NA
"8833",56,NA,NA,NA,NA,NA
"8834",15.9583,NA,NA,NA,NA,NA
"8835",32.77,NA,NA,NA,NA,NA
"8836",55.9883,NA,NA,NA,NA,NA
"8837",60.667,NA,NA,NA,NA,NA
"8838",56,NA,NA,NA,NA,NA
"8839",36.192,NA,NA,NA,NA,NA
"8840",100.4883,NA,NA,NA,NA,NA
"8841",33.9,NA,NA,NA,NA,NA
"8842",5.3213,NA,NA,NA,NA,NA
"8843",161.1883,NA,NA,NA,NA,NA
"8844",47.7883,NA,NA,NA,NA,NA
"8845",55.9883,NA,NA,NA,NA,NA
"8846",41.7,NA,NA,NA,NA,NA
"8847",32.1,NA,NA,NA,NA,NA
"8848",5.3213,NA,NA,NA,NA,NA
"8849",56.612,NA,NA,NA,NA,NA
"8850",20.4283,NA,NA,NA,NA,NA
"8851",60.667,NA,NA,NA,NA,NA
"8852",27.7,NA,NA,NA,NA,NA
"8853",28.3883,NA,NA,NA,NA,NA
"8854",17.5,NA,NA,NA,NA,NA
"8855",13.382,NA,NA,NA,NA,NA
"8856",7.90000000000003,NA,NA,NA,NA,NA
"8857",9.032,NA,NA,NA,NA,NA
"8858",138.8,NA,NA,NA,NA,NA
"8859",23.0183,NA,NA,NA,NA,NA
"8860",22.1,NA,NA,NA,NA,NA
"8861",10.6,NA,NA,NA,NA,NA
"8862",12.7,NA,NA,NA,NA,NA
"8863",5.40000000000003,NA,NA,NA,NA,NA
"8864",34.9,NA,NA,NA,NA,NA
"8865",61.5883,NA,NA,NA,NA,NA
"8866",19.1,NA,NA,NA,NA,NA
"8867",33.774,NA,NA,NA,NA,NA
"8868",33.119,NA,NA,NA,NA,NA
"8869",231.23,NA,NA,NA,NA,NA
"8870",193.9,NA,NA,NA,NA,NA
"8871",23.0183,NA,NA,NA,NA,NA
"8872",102.7,NA,NA,NA,NA,NA
"8873",23.9,NA,NA,NA,NA,NA
"8874",10.8,NA,NA,NA,NA,NA
"8875",28.8,NA,NA,NA,NA,NA
"8876",41.2883,NA,NA,NA,NA,NA
"8877",17.5,NA,NA,NA,NA,NA
"8878",104.73,NA,NA,NA,NA,NA
"8879",66.5,NA,NA,NA,NA,NA
"8880",22.6,NA,NA,NA,NA,NA
"8881",88.8,NA,NA,NA,NA,NA
"8882",28.8,NA,NA,NA,NA,NA
"8883",5.333,NA,NA,NA,NA,NA
"8884",28.3883,NA,NA,NA,NA,NA
"8885",13.9,NA,NA,NA,NA,NA
"8886",13.382,NA,NA,NA,NA,NA
"8887",7.392,NA,NA,NA,NA,NA
"8888",19.649,NA,NA,NA,NA,NA
"8889",56,NA,NA,NA,NA,NA
"8890",31.9,NA,NA,NA,NA,NA
"8891",9.02,NA,NA,NA,NA,NA
"8892",10.4,NA,NA,NA,NA,NA
"8893",50.1,NA,NA,NA,NA,NA
"8894",20.4283,NA,NA,NA,NA,NA
"8895",60.819,NA,NA,NA,NA,NA
"8896",11.62,NA,NA,NA,NA,NA
"8897",28.0883,NA,NA,NA,NA,NA
"8898",23.0183,NA,NA,NA,NA,NA
"8899",44.3,NA,NA,NA,NA,NA
"8900",22.8,NA,NA,NA,NA,NA
"8901",7.4,NA,NA,NA,NA,NA
"8902",46.6,NA,NA,NA,NA,NA
"8903",63.412,NA,NA,NA,NA,NA
"8904",57.1,NA,NA,NA,NA,NA
"8905",71,NA,NA,NA,NA,NA
"8906",10.87,NA,NA,NA,NA,NA
"8907",84.46,NA,NA,NA,NA,NA
"8908",65.9883,NA,NA,NA,NA,NA
"8909",34.1,NA,NA,NA,NA,NA
"8910",8.90000000000003,NA,NA,NA,NA,NA
"8911",10.8,NA,NA,NA,NA,NA
"8912",79.9,NA,NA,NA,NA,NA
"8913",21.3,NA,NA,NA,NA,NA
"8914",4.39999999999998,NA,NA,NA,NA,NA
"8915",164.4,NA,NA,NA,NA,NA
"8916",33.7,NA,NA,NA,NA,NA
"8917",37.9883,NA,NA,NA,NA,NA
"8918",239.3,NA,NA,NA,NA,NA
"8919",48.7,NA,NA,NA,NA,NA
"8920",106.73,NA,NA,NA,NA,NA
"8921",19.8,NA,NA,NA,NA,NA
"8922",29.4,NA,NA,NA,NA,NA
"8923",25.2,NA,NA,NA,NA,NA
"8924",11.7,NA,NA,NA,NA,NA
"8925",4.19999999999999,NA,NA,NA,NA,NA
"8926",19.8,NA,NA,NA,NA,NA
"8927",23.1,NA,NA,NA,NA,NA
"8928",3.5883,NA,NA,NA,NA,NA
"8929",20.44,NA,NA,NA,NA,NA
"8930",10.6,NA,NA,NA,NA,NA
"8931",42.97,NA,NA,NA,NA,NA
"8932",14.2,NA,NA,NA,NA,NA
"8933",24.17,NA,NA,NA,NA,NA
"8934",28,NA,NA,NA,NA,NA
"8935",11.6,NA,NA,NA,NA,NA
"8936",44.73,NA,NA,NA,NA,NA
"8937",17.697,NA,NA,NA,NA,NA
"8938",37.9883,NA,NA,NA,NA,NA
"8939",22.1,NA,NA,NA,NA,NA
"8940",83.4883,NA,NA,NA,NA,NA
"8941",66,NA,NA,NA,NA,NA
"8942",11.9,NA,NA,NA,NA,NA
"8943",2.86999999999998,NA,NA,NA,NA,NA
"8944",17.6,NA,NA,NA,NA,NA
"8945",42,NA,NA,NA,NA,NA
"8946",17.5,NA,NA,NA,NA,NA
"8947",20.442,NA,NA,NA,NA,NA
"8948",15.9583,NA,NA,NA,NA,NA
"8949",6.465,NA,NA,NA,NA,NA
"8950",28.0883,NA,NA,NA,NA,NA
"8951",158.5,NA,NA,NA,NA,NA
"8952",43.33,NA,NA,NA,NA,NA
"8953",120.03,NA,NA,NA,NA,NA
"8954",54.392,NA,NA,NA,NA,NA
"8955",30.9,NA,NA,NA,NA,NA
"8956",42,NA,NA,NA,NA,NA
"8957",23.0183,NA,NA,NA,NA,NA
"8958",20.44,NA,NA,NA,NA,NA
"8959",50.03,NA,NA,NA,NA,NA
"8960",40.1,NA,NA,NA,NA,NA
"8961",6,NA,NA,NA,NA,NA
"8962",55.9883,NA,NA,NA,NA,NA
"8963",11.4,NA,NA,NA,NA,NA
"8964",2.819,NA,NA,NA,NA,NA
"8965",19.659,NA,NA,NA,NA,NA
"8966",47.7883,NA,NA,NA,NA,NA
"8967",20.3,NA,NA,NA,NA,NA
"8968",167.712,NA,NA,NA,NA,NA
"8969",105.9,NA,NA,NA,NA,NA
"8970",28,NA,NA,NA,NA,NA
"8971",80.912,NA,NA,NA,NA,NA
"8972",66,NA,NA,NA,NA,NA
"8973",61.3,NA,NA,NA,NA,NA
"8974",28.3883,NA,NA,NA,NA,NA
"8975",17.5,NA,NA,NA,NA,NA
"8976",17.5,NA,NA,NA,NA,NA
"8977",48.5883,NA,NA,NA,NA,NA
"8978",27.9,NA,NA,NA,NA,NA
"8979",3.6,NA,NA,NA,NA,NA
"8980",364.67,NA,NA,NA,NA,NA
"8981",17.5,NA,NA,NA,NA,NA
"8982",23.6,NA,NA,NA,NA,NA
"8983",261.5,NA,NA,NA,NA,NA
"8984",22.1,NA,NA,NA,NA,NA
"8985",150.9,NA,NA,NA,NA,NA
"8986",111.4,NA,NA,NA,NA,NA
"8987",36.5,NA,NA,NA,NA,NA
"8988",26.9,NA,NA,NA,NA,NA
"8989",27.5,NA,NA,NA,NA,NA
"8990",70.6,NA,NA,NA,NA,NA
"8991",72.0883,NA,NA,NA,NA,NA
"8992",11.4,NA,NA,NA,NA,NA
"8993",28,NA,NA,NA,NA,NA
"8994",18.8,NA,NA,NA,NA,NA
"8995",28.567,NA,NA,NA,NA,NA
"8996",54.7,NA,NA,NA,NA,NA
"8997",26.6,NA,NA,NA,NA,NA
"8998",92.1,NA,NA,NA,NA,NA
"8999",23.03,NA,NA,NA,NA,NA
"9000",15.97,NA,NA,NA,NA,NA
"9001",20.4283,NA,NA,NA,NA,NA
"9002",25.13,NA,NA,NA,NA,NA
"9003",16.48,NA,NA,NA,NA,NA
"9004",45.994,NA,NA,NA,NA,NA
"9005",21.1,NA,NA,NA,NA,NA
"9006",35.412,NA,NA,NA,NA,NA
"9007",10.6,NA,NA,NA,NA,NA
"9008",16.792,NA,NA,NA,NA,NA
"9009",5.8,NA,NA,NA,NA,NA
"9010",61.7,NA,NA,NA,NA,NA
"9011",20.442,NA,NA,NA,NA,NA
"9012",190.6,NA,NA,NA,NA,NA
"9013",50.1,NA,NA,NA,NA,NA
"9014",27.1,NA,NA,NA,NA,NA
"9015",18.6,NA,NA,NA,NA,NA
"9016",23.0183,NA,NA,NA,NA,NA
"9017",10.6,NA,NA,NA,NA,NA
"9018",17.5,NA,NA,NA,NA,NA
"9019",174.819,NA,NA,NA,NA,NA
"9020",47.592,NA,NA,NA,NA,NA
"9021",4.552,NA,NA,NA,NA,NA
"9022",27.8,NA,NA,NA,NA,NA
"9023",8.19999999999999,NA,NA,NA,NA,NA
"9024",167.5,NA,NA,NA,NA,NA
"9025",17.5,NA,NA,NA,NA,NA
"9026",53.3,NA,NA,NA,NA,NA
"9027",57.3,NA,NA,NA,NA,NA
"9028",31.83,NA,NA,NA,NA,NA
"9029",78.167,NA,NA,NA,NA,NA
"9030",139.8,NA,NA,NA,NA,NA
"9031",72.0883,NA,NA,NA,NA,NA
"9032",5.3213,NA,NA,NA,NA,NA
"9033",10.2,NA,NA,NA,NA,NA
"9034",11.608,NA,NA,NA,NA,NA
"9035",372.2,NA,NA,NA,NA,NA
"9036",132.8883,NA,NA,NA,NA,NA
"9037",44.7,NA,NA,NA,NA,NA
"9038",23.9,NA,NA,NA,NA,NA
"9039",30.754,NA,NA,NA,NA,NA
"9040",38,NA,NA,NA,NA,NA
"9041",16.5,NA,NA,NA,NA,NA
"9042",89,NA,NA,NA,NA,NA
"9043",8.02,NA,NA,NA,NA,NA
"9044",61.5883,NA,NA,NA,NA,NA
"9045",12.37,NA,NA,NA,NA,NA
"9046",17.697,NA,NA,NA,NA,NA
"9047",9.02,NA,NA,NA,NA,NA
"9048",18,NA,NA,NA,NA,NA
"9049",54.8,NA,NA,NA,NA,NA
"9050",28.6,NA,NA,NA,NA,NA
"9051",22.249,NA,NA,NA,NA,NA
"9052",128.2,NA,NA,NA,NA,NA
"9053",55.219,NA,NA,NA,NA,NA
"9054",27.9,NA,NA,NA,NA,NA
"9055",7.367,NA,NA,NA,NA,NA
"9056",22.69,NA,NA,NA,NA,NA
"9057",21.23,NA,NA,NA,NA,NA
"9058",9.032,NA,NA,NA,NA,NA
"9059",26.4,NA,NA,NA,NA,NA
"9060",66,NA,NA,NA,NA,NA
"9061",13.382,NA,NA,NA,NA,NA
"9062",66,NA,NA,NA,NA,NA
"9063",24.7,NA,NA,NA,NA,NA
"9064",48.6,NA,NA,NA,NA,NA
"9065",38.57,NA,NA,NA,NA,NA
"9066",26.6,NA,NA,NA,NA,NA
"9067",33.8883,NA,NA,NA,NA,NA
"9068",49.992,NA,NA,NA,NA,NA
"9069",55.7883,NA,NA,NA,NA,NA
"9070",18,NA,NA,NA,NA,NA
"9071",9.8,NA,NA,NA,NA,NA
"9072",3.474,NA,NA,NA,NA,NA
"9073",56.6,NA,NA,NA,NA,NA
"9074",14.2,NA,NA,NA,NA,NA
"9075",20.3,NA,NA,NA,NA,NA
"9076",19.3,NA,NA,NA,NA,NA
"9077",13.65,NA,NA,NA,NA,NA
"9078",41.2883,NA,NA,NA,NA,NA
"9079",22.1,NA,NA,NA,NA,NA
"9080",465.9883,NA,NA,NA,NA,NA
"9081",19.4,NA,NA,NA,NA,NA
"9082",349.2,NA,NA,NA,NA,NA
"9083",125.45,NA,NA,NA,NA,NA
"9084",41.2883,NA,NA,NA,NA,NA
"9085",40.96,NA,NA,NA,NA,NA
"9086",37.9883,NA,NA,NA,NA,NA
"9087",61.5883,NA,NA,NA,NA,NA
"9088",3.3,NA,NA,NA,NA,NA
"9089",28.4,NA,NA,NA,NA,NA
"9090",11.4,NA,NA,NA,NA,NA
"9091",25.812,NA,NA,NA,NA,NA
"9092",149.2,NA,NA,NA,NA,NA
"9093",17.6,NA,NA,NA,NA,NA
"9094",56.3,NA,NA,NA,NA,NA
"9095",66,NA,NA,NA,NA,NA
"9096",55.9883,NA,NA,NA,NA,NA
"9097",55.9883,NA,NA,NA,NA,NA
"9098",19.659,NA,NA,NA,NA,NA
"9099",66,NA,NA,NA,NA,NA
"9100",21.3,NA,NA,NA,NA,NA
"9101",60.7,NA,NA,NA,NA,NA
"9102",148.1,NA,NA,NA,NA,NA
"9103",90.1,NA,NA,NA,NA,NA
"9104",33.4,NA,NA,NA,NA,NA
"9105",60.9,NA,NA,NA,NA,NA
"9106",18.219,NA,NA,NA,NA,NA
"9107",12.43,NA,NA,NA,NA,NA
"9108",12.37,NA,NA,NA,NA,NA
"9109",16.367,NA,NA,NA,NA,NA
"9110",71.3,NA,NA,NA,NA,NA
"9111",17.697,NA,NA,NA,NA,NA
"9112",247.2,NA,NA,NA,NA,NA
"9113",12.37,NA,NA,NA,NA,NA
"9114",38.712,NA,NA,NA,NA,NA
"9115",8.90000000000003,NA,NA,NA,NA,NA
"9116",7.2343,NA,NA,NA,NA,NA
"9117",21.224,NA,NA,NA,NA,NA
"9118",345.3,NA,NA,NA,NA,NA
"9119",345.3,NA,NA,NA,NA,NA
"9120",86.5,NA,NA,NA,NA,NA
"9121",10.6,NA,NA,NA,NA,NA
"9122",35.8,NA,NA,NA,NA,NA
"9123",24.3,NA,NA,NA,NA,NA
"9124",17.2,NA,NA,NA,NA,NA
"9125",22.249,NA,NA,NA,NA,NA
"9126",29.692,NA,NA,NA,NA,NA
"9127",3.3,NA,NA,NA,NA,NA
"9128",35.967,NA,NA,NA,NA,NA
"9129",23.0183,NA,NA,NA,NA,NA
"9130",21.9,NA,NA,NA,NA,NA
"9131",53.4,NA,NA,NA,NA,NA
"9132",22.292,NA,NA,NA,NA,NA
"9133",15.9,NA,NA,NA,NA,NA
"9134",23.03,NA,NA,NA,NA,NA
"9135",38,NA,NA,NA,NA,NA
"9136",33.8883,NA,NA,NA,NA,NA
"9137",17.6,NA,NA,NA,NA,NA
"9138",10.6,NA,NA,NA,NA,NA
"9139",47.8,NA,NA,NA,NA,NA
"9140",17.5,NA,NA,NA,NA,NA
"9141",56,NA,NA,NA,NA,NA
"9142",66,NA,NA,NA,NA,NA
"9143",66,NA,NA,NA,NA,NA
"9144",11.4,NA,NA,NA,NA,NA
"9145",28.1,NA,NA,NA,NA,NA
"9146",31.1,NA,NA,NA,NA,NA
"9147",42,NA,NA,NA,NA,NA
"9148",18.6,NA,NA,NA,NA,NA
"9149",28.1,NA,NA,NA,NA,NA
"9150",25.33,NA,NA,NA,NA,NA
"9151",20.442,NA,NA,NA,NA,NA
"9152",35.4,NA,NA,NA,NA,NA
"9153",46.012,NA,NA,NA,NA,NA
"9154",11.6,NA,NA,NA,NA,NA
"9155",60.7,NA,NA,NA,NA,NA
"9156",22,NA,NA,NA,NA,NA
"9157",17.3,NA,NA,NA,NA,NA
"9158",43.7,NA,NA,NA,NA,NA
"9159",173.5,NA,NA,NA,NA,NA
"9160",60.667,NA,NA,NA,NA,NA
"9161",63.412,NA,NA,NA,NA,NA
"9162",16.792,NA,NA,NA,NA,NA
"9163",142.412,NA,NA,NA,NA,NA
"9164",27.5,NA,NA,NA,NA,NA
"9165",19.3,NA,NA,NA,NA,NA
"9166",84.1,NA,NA,NA,NA,NA
"9167",81.8,NA,NA,NA,NA,NA
"9168",23.1,NA,NA,NA,NA,NA
"9169",9.032,NA,NA,NA,NA,NA
"9170",17.5,NA,NA,NA,NA,NA
"9171",58,NA,NA,NA,NA,NA
"9172",17.93,NA,NA,NA,NA,NA
"9173",17.2,NA,NA,NA,NA,NA
"9174",46.57,NA,NA,NA,NA,NA
"9175",33,NA,NA,NA,NA,NA
"9176",94.53,NA,NA,NA,NA,NA
"9177",146.9,NA,NA,NA,NA,NA
"9178",44.5,NA,NA,NA,NA,NA
"9179",33.8883,NA,NA,NA,NA,NA
"9180",152.0883,NA,NA,NA,NA,NA
"9181",60.667,NA,NA,NA,NA,NA
"9182",35.6,NA,NA,NA,NA,NA
"9183",27.7,NA,NA,NA,NA,NA
"9184",20.442,NA,NA,NA,NA,NA
"9185",77.2,NA,NA,NA,NA,NA
"9186",7.13,NA,NA,NA,NA,NA
"9187",10.894,NA,NA,NA,NA,NA
"9188",31.4,NA,NA,NA,NA,NA
"9189",48.5883,NA,NA,NA,NA,NA
"9190",17.5,NA,NA,NA,NA,NA
"9191",34.5,NA,NA,NA,NA,NA
"9192",86.6,NA,NA,NA,NA,NA
"9193",17.2,NA,NA,NA,NA,NA
"9194",46.012,NA,NA,NA,NA,NA
"9195",39.3,NA,NA,NA,NA,NA
"9196",28.1,NA,NA,NA,NA,NA
"9197",45.2,NA,NA,NA,NA,NA
"9198",8.8,NA,NA,NA,NA,NA
"9199",29.692,NA,NA,NA,NA,NA
"9200",28.274,NA,NA,NA,NA,NA
"9201",39.9,NA,NA,NA,NA,NA
"9202",56,NA,NA,NA,NA,NA
"9203",11.608,NA,NA,NA,NA,NA
"9204",16.792,NA,NA,NA,NA,NA
"9205",53.3,NA,NA,NA,NA,NA
"9206",17.5,NA,NA,NA,NA,NA
"9207",14.4,NA,NA,NA,NA,NA
"9208",259.9,NA,NA,NA,NA,NA
"9209",120.03,NA,NA,NA,NA,NA
"9210",93.5,NA,NA,NA,NA,NA
"9211",120.3,NA,NA,NA,NA,NA
"9212",2.819,NA,NA,NA,NA,NA
"9213",29.6,NA,NA,NA,NA,NA
"9214",17.4,NA,NA,NA,NA,NA
"9215",65.874,NA,NA,NA,NA,NA
"9216",28.8,NA,NA,NA,NA,NA
"9217",13,NA,NA,NA,NA,NA
"9218",33.8,NA,NA,NA,NA,NA
