occurrence_no,record_type,reid_no,flags,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,reference_no,phylum,phylum_no,class,class_no,order,order_no,family,family_no,genus,genus_no,subgenus_no,primary_name,primary_reso,subgenus_name,subgenus_reso,species_name,species_reso
1279950,occ,NA,,169930,Juehuaornis,genus,321628,Aptian,,125,113,50811,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Juehuaornis,321628,NA,Juehuaornis,n. gen.,,NA,zhangi,n. sp.
1280502,occ,NA,,169982,Carnufex,genus,321716,Carnian,,237,228,55470,Chordata,33815,Reptilia,36322,Eosuchia,37795,NO_FAMILY_SPECIFIED,NF,Carnufex,321716,NA,Carnufex,n. gen.,,NA,carolinensis,n. sp.
1280619,occ,NA,,59075,Iguanodon,genus,38749,Early Barremian,,130,125.45,55476,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Iguanodon,38749,NA,Iguanodon,,,NA,galvensis,n. sp.
1280620,occ,NA,,170003,Iguanodon,genus,38749,Early Barremian,,130,125.45,55476,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Iguanodon,38749,NA,Iguanodon,,,NA,galvensis,
1280870,occ,NA,,89271,Iguanodon,genus,38749,Berriasian,Aptian,145,113,55500,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Iguanodon,38749,NA,Iguanodon,,,NA,sp.,
1280887,occ,NA,,101961,Stylemys,genus,37743,Chadronian,,37.2,33.9,55503,Chordata,33815,Reptilia,36322,Testudines,56475,Testudinidae,37739,Stylemys,37743,NA,Stylemys,,,NA,nebrascensis,
1280940,occ,NA,,170037,Baryonyx,genus,58891,Barremian,,129.4,125,55500,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Spinosauridae,38595,Baryonyx,58891,NA,Baryonyx,,,NA,sp.,
1280944,occ,33066,IF,170039,Hadrosauropodus,genus,81012,Late Maastrichtian,,70.6,66,61342,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Iguanodontipodidae,173463,Hadrosauropodus,81012,NA,Hadrosauropodus,,,NA,sp.,
1280945,occ,33067,IF,170040,Hadrosauropodus,genus,81012,Late Maastrichtian,,70.6,66,61342,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Iguanodontipodidae,173463,Hadrosauropodus,81012,NA,Hadrosauropodus,,,NA,sp.,
1280946,occ,33065,IF,170041,Hadrosauropodus,genus,81012,Late Maastrichtian,,70.6,66,61342,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Iguanodontipodidae,173463,Hadrosauropodus,81012,NA,Hadrosauropodus,,,NA,sp.,
1281432,occ,NA,,113357,Holbotia,genus,322033,Hauterivian,Barremian,132.9,125,55521,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Holbotia,322033,NA,Holbotia,n. gen.,,NA,ponomarenkoi,n. sp.
1281441,occ,NA,,170147,Kuszholia,genus,322035,Middle Turonian,Late Turonian,93.5,89.3,38539,Chordata,33815,Aves,36616,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Kuszholia,322035,NA,Kuszholia,n. gen.,,NA,mengi,n. sp.
1281593,occ,NA,,170193,Hesperotestudo,genus,119612,Clarendonian,Pliocene,13.6,2.588,55527,Chordata,33815,Reptilia,36322,Testudines,56475,Testudinidae,37739,Hesperotestudo,119612,NA,Hesperotestudo,,,NA,sp.,
1281804,occ,NA,,170239,Clidastes,genus,36390,Late Maastrichtian,,70.6,66,55540,Chordata,33815,Reptilia,36322,Squamata,36379,Mosasauridae,38049,Clidastes,36390,NA,Clidastes,,,NA,sp.,
1281805,occ,NA,,170239,Mosasaurus,genus,36402,Late Maastrichtian,,70.6,66,55540,Chordata,33815,Reptilia,36322,Squamata,36379,Mosasauridae,38049,Mosasaurus,36402,NA,Mosasaurus,,,NA,hoffmanni,
1281807,occ,NA,,170239,Platecarpus,genus,36406,Late Maastrichtian,,70.6,66,55540,Chordata,33815,Reptilia,36322,Squamata,36379,Mosasauridae,38049,Platecarpus,36406,NA,Platecarpus,,,NA,sp.,
1281808,occ,NA,,170239,Tylosaurus,genus,36418,Late Maastrichtian,,70.6,66,55540,Chordata,33815,Reptilia,36322,Squamata,36379,Mosasauridae,38049,Tylosaurus,36418,NA,Tylosaurus,,,NA,indet.,
1281812,occ,NA,,170239,Gigantatypus,genus,322198,Late Maastrichtian,,70.6,66,55540,Chordata,33815,Reptilia,36322,Testudines,56475,Cheloniidae,37695,Gigantatypus,322198,NA,Gigantatypus,n. gen.,,NA,salahi,n. sp.
1282492,occ,NA,IF,170320,Thecodontichnus,genus,85811,Norian,,228,208.5,55549,Chordata,33815,Reptilia,36322,Eosuchia,37795,NO_FAMILY_SPECIFIED,NF,Thecodontichnus,85811,NA,Thecodontichnus,,,NA,sp.,
1282493,occ,NA,IF,170320,Brachychirotherium,genus,77387,Norian,,228,208.5,55549,Chordata,33815,Reptilia,36322,Eosuchia,37795,Chirotheriidae,64084,Brachychirotherium,77387,NA,Brachychirotherium,n. gen.,,NA,hassfurtense,n. sp.
1282494,occ,NA,I,170320,Coelurosaurichnus,genus,68186,Norian,,228,208.5,55549,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Coelurosaurichnus,68186,NA,Coelurosaurichnus,,,NA,moeni,n. sp.
1282504,occ,NA,,162504,Anosteira,genus,37670,Lutetian,,47.8,41.3,55550,Chordata,33815,Reptilia,36322,Testudines,56475,Carettochelyidae,37667,Anosteira,37670,NA,Anosteira,,,NA,manchuriana,n. sp.
1283057,occ,NA,,170531,Neochelys,genus,37595,Ypresian,,56,47.8,55573,Chordata,33815,Reptilia,36322,Testudines,56475,Podocnemididae,58161,Neochelys,37595,NA,Neochelys,n. gen.,,NA,liriae,n. sp.
1283206,occ,NA,,28006,Montsecosuchus,genus,198780,Late Barremian,,130,125.45,55576,Chordata,33815,Reptilia,36322,Eosuchia,37795,NO_FAMILY_SPECIFIED,NF,Montsecosuchus,198780,NA,Montsecosuchus,,,NA,sp.,
1283207,occ,33472,,28006,Cassissuchus,genus,355970,Late Barremian,,130,125.45,62518,Chordata,33815,Reptilia,36322,Eosuchia,37795,Gobiosuchidae,38401,Cassissuchus,355970,NA,Cassissuchus,n. gen.,,NA,sanziuami,n. sp.
1283498,occ,NA,,170616,Sefapanosaurus,genus,322707,Norian,Hettangian,228,199.3,55582,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Sefapanosaurus,322707,NA,Sefapanosaurus,n. gen.,,NA,zastronensis,n. sp.
1283550,occ,NA,,170624,Iguanodon,genus,38749,Late Berriasian,Valanginian,145,132.9,55584,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Iguanodon,38749,NA,Iguanodon,,,NA,sp.,
1283554,occ,NA,,79953,Megaraptor,genus,65424,Late Turonian,Early Coniacian,93.5,85.8,55586,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Megaraptoridae,322713,Megaraptor,65424,NA,Megaraptor,,,NA,namunhuaiquii,
1283674,occ,NA,,55682,Pterofiltrus,genus,322721,Late Barremian,Early Aptian,130,122.46,55593,Chordata,33815,Reptilia,36322,Pterosauria,38461,Ctenochasmatidae,38484,Pterofiltrus,322721,NA,Pterofiltrus,n. gen.,,NA,qiui,n. sp.
1283765,occ,NA,,170675,Prenocephale,genus,38790,Maastrichtian,,72.1,66,55604,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Pachycephalosauridae,38783,Prenocephale,38790,NA,Sphaerotholus,,,NA,buccholtzae,cf.
1283766,occ,NA,,170676,Chilenosuchus,genus,347484,Late Triassic,,237,201.3,55605,Chordata,33815,Reptilia,36322,Eosuchia,37795,NO_FAMILY_SPECIFIED,NF,Chilenosuchus,347484,NA,Chilenosuchus,n. gen.,,NA,forttae,n. sp.
1284647,occ,NA,IF,143491,Saurichnium,genus,141601,Early Jurassic,,201.3,174.1,55638,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Saurichnium,141601,NA,Saurichnium,n. gen.,,NA,damarense,n. sp.
1284651,occ,NA,IF,143491,Tetrapodium,genus,85805,Early Jurassic,,201.3,174.1,55638,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Tetrapodium,85805,NA,Tetrapodium,n. gen.,,NA,elmenhorsti,n. sp.
1284652,occ,NA,,36581,Iguanodon,genus,38749,Early Aptian,,125.45,122.46,55639,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Iguanodon,38749,NA,Iguanodon,,,NA,sp.,
1284653,occ,NA,,36581,Dakosaurus,genus,36588,Early Aptian,,125.45,122.46,55639,Chordata,33815,Reptilia,36322,Eosuchia,37795,Metriorhynchidae,38344,Dakosaurus,36588,NA,Dakosaurus,,,NA,sp.,
1284654,occ,NA,,36581,Goniopholis,genus,38360,Early Aptian,,125.45,122.46,55639,Chordata,33815,Reptilia,36322,Eosuchia,37795,Goniopholididae,56415,Goniopholis,38360,NA,Goniopholis,,,NA,sp.,
1284655,occ,NA,,36581,Teleosaurus,genus,36614,Early Aptian,,125.45,122.46,55639,Chordata,33815,Reptilia,36322,Eosuchia,37795,Teleosauridae,38340,Teleosaurus,36614,NA,Teleosaurus,,,NA,sp.,
1284657,occ,NA,,36581,Pliosaurus,genus,255057,Early Aptian,,125.45,122.46,55639,Chordata,33815,Reptilia,36322,Sauropterygia,38164,Pliosauridae,38178,Pliosaurus,255057,NA,Pliosaurus,,,NA,sp.,
1284661,occ,NA,,105872,Colymbosaurus,genus,36465,Early Bathonian,Middle Bathonian,167.7,164.7,55639,Chordata,33815,Reptilia,36322,Sauropterygia,38164,Cryptoclididae,38174,Colymbosaurus,36465,NA,Colymbosaurus,,,NA,megadeirus,
1284662,occ,NA,,91991,Pliosaurus,genus,255057,Late Oxfordian,,161.2,155.7,55639,Chordata,33815,Reptilia,36322,Sauropterygia,38164,Pliosauridae,38178,Pliosaurus,255057,NA,Pliosaurus,,,NA,sp.,
1284674,occ,NA,,170926,Magnapaulia,genus,238546,Late Campanian,,83.5,70.6,55641,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Hadrosauridae,38755,Magnapaulia,238546,NA,Magnapaulia,,,NA,laticaudus,
1284675,occ,NA,,170927,Magnapaulia,genus,238546,Late Campanian,,83.5,70.6,55641,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Hadrosauridae,38755,Magnapaulia,238546,NA,Magnapaulia,,,NA,laticaudus,
1284676,occ,NA,,170928,Magnapaulia,genus,238546,Late Campanian,,83.5,70.6,55641,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Hadrosauridae,38755,Magnapaulia,238546,NA,Magnapaulia,,,NA,laticaudus,
1284855,occ,NA,,96619,Iguanodon,genus,38749,Late Berriasian,Early Valanginian,145,136.4,55656,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Iguanodon,38749,NA,Iguanodon,,,NA,sp.,
1284944,occ,NA,,171026,Eohyosaurus,genus,323656,Anisian,,247.2,242,55665,Chordata,33815,Reptilia,36322,Eosuchia,37795,NO_FAMILY_SPECIFIED,NF,Eohyosaurus,323656,NA,Eohyosaurus,n. gen.,,NA,wolvaardti,n. sp.
1284945,occ,NA,,171026,Erythrosuchus,genus,38227,Anisian,,247.2,242,55665,Chordata,33815,Reptilia,36322,Eosuchia,37795,Erythrosuchidae,38225,Erythrosuchus,38227,NA,Erythrosuchus,,,NA,africanus,
1284951,occ,NA,,171027,Alamosaurus,genus,38683,Maastrichtian,,72.1,66,12807,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Alamosaurus,38683,NA,Alamosaurus,,,NA,sanjuanensis,
1284957,occ,NA,,154639,Kritosaurus,genus,53195,Late Campanian,,83.5,70.6,55658,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Hadrosauridae,38755,Kritosaurus,53195,NA,Kritosaurus,,,NA,navajovius,cf.
1284958,occ,NA,,154462,Kritosaurus,genus,53195,Late Campanian,,83.5,70.6,55658,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Hadrosauridae,38755,Kritosaurus,53195,NA,Kritosaurus,,,NA,navajovius,cf.
1284962,occ,NA,,171029,Palaeagama,genus,37835,Changhsingian,Induan,254.17,251.2,55670,Chordata,33815,Reptilia,36322,Eosuchia,37795,NO_FAMILY_SPECIFIED,NF,Palaeagama,37835,NA,Palaeagama,n. gen.,,NA,vielhaueri,n. sp.
1284965,occ,NA,,171030,Parasaurolophus,genus,38766,Late Campanian,,83.5,70.6,55658,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Hadrosauridae,38755,Parasaurolophus,38766,NA,Parasaurolophus,,,NA,sp.,
1285057,occ,NA,,171092,Portlandemys,genus,36364,Late Kimmeridgian,,155.7,150.8,55678,Chordata,33815,Reptilia,36322,Testudinata,106739,Plesiochelyidae,37686,Portlandemys,36364,NA,Portlandemys,,,NA,gracilis,n. sp.
1285058,occ,NA,,171093,Portlandemys,genus,36364,Late Kimmeridgian,,155.7,150.8,55678,Chordata,33815,Reptilia,36322,Testudinata,106739,Plesiochelyidae,37686,Portlandemys,36364,NA,Portlandemys,,,NA,gracilis,
1285127,occ,NA,IF,171110,Hadrosauropodus,genus,81012,Late Maastrichtian,,70.6,66,61342,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Iguanodontipodidae,173463,Hadrosauropodus,81012,NA,Hadrosauropodus,,,NA,sp.,
1285128,occ,NA,F,167946,Megaloolithus,genus,65584,Late Maastrichtian,,70.6,66,54956,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Megaloolithidae,65555,Megaloolithus,65584,NA,Megaloolithus,,,NA,sp.,
1285129,occ,31486,F,171111,Megaloolithus,genus,65584,Late Maastrichtian,,70.6,66,55401,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Megaloolithidae,65555,Megaloolithus,65584,NA,Megaloolithus,,,NA,mamillare,
1285130,occ,NA,F,171103,Megaloolithus,genus,65584,Late Maastrichtian,,70.6,66,54956,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Megaloolithidae,65555,Megaloolithus,65584,NA,Megaloolithus,,,NA,sp.,
1285131,occ,NA,IF,171112,Hadrosauropodus,genus,81012,Late Maastrichtian,,70.6,66,61342,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Iguanodontipodidae,173463,Hadrosauropodus,81012,NA,Hadrosauropodus,,,NA,sp.,
1285132,occ,NA,IF,171113,Hadrosauropodus,genus,81012,Late Maastrichtian,,70.6,66,61342,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Iguanodontipodidae,173463,Hadrosauropodus,81012,NA,Hadrosauropodus,,,NA,sp.,
1285133,occ,NA,IF,171114,Hadrosauropodus,genus,81012,Late Maastrichtian,,70.6,66,61342,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Iguanodontipodidae,173463,Hadrosauropodus,81012,NA,Hadrosauropodus,,,NA,sp.,
1285134,occ,NA,IF,171115,Hadrosauropodus,genus,81012,Late Maastrichtian,,70.6,66,61342,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Iguanodontipodidae,173463,Hadrosauropodus,81012,NA,Hadrosauropodus,,,NA,sp.,
1285138,occ,NA,IF,171119,Hadrosauropodus,genus,81012,Late Maastrichtian,,70.6,66,61342,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Iguanodontipodidae,173463,Hadrosauropodus,81012,NA,Hadrosauropodus,,,NA,sp.,
1285139,occ,NA,IF,171120,Hadrosauropodus,genus,81012,Late Maastrichtian,,70.6,66,61342,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Iguanodontipodidae,173463,Hadrosauropodus,81012,NA,Hadrosauropodus,,,NA,sp.,
1285140,occ,NA,IF,171121,Hadrosauropodus,genus,81012,Early Maastrichtian,,70.6,66,61342,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Iguanodontipodidae,173463,Hadrosauropodus,81012,NA,Hadrosauropodus,,,NA,sp.,
1285141,occ,NA,IF,171122,Hadrosauropodus,genus,81012,Late Maastrichtian,,70.6,66,61342,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Iguanodontipodidae,173463,Hadrosauropodus,81012,NA,Hadrosauropodus,,,NA,sp.,
1285142,occ,NA,F,171098,Megaloolithus,genus,65584,Late Maastrichtian,,70.6,66,55401,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Megaloolithidae,65555,Megaloolithus,65584,NA,Megaloolithus,,,NA,baghensis,
1285143,occ,31487,F,171123,Megaloolithus,genus,65584,Late Maastrichtian,,70.6,66,55401,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Megaloolithidae,65555,Megaloolithus,65584,NA,Megaloolithus,,,NA,mamillare,
1285144,occ,32968,F,171124,Megaloolithus,genus,65584,Late Maastrichtian,,70.6,66,55401,Chordata,33815,Saurischia,38505,NO_ORDER_SPECIFIED,NO,Megaloolithidae,65555,Megaloolithus,65584,NA,Megaloolithus,,,NA,baghensis,
1285146,occ,35513,IF,171125,Hadrosauropodus,genus,81012,Late Maastrichtian,,70.6,66,61342,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Iguanodontipodidae,173463,Hadrosauropodus,81012,NA,Hadrosauropodus,,,NA,sp.,
1285176,occ,NA,,80219,Spondylolestes,genus,37547,Wuchiapingian,Changhsingian,259.9,252.17,55690,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,Procolophonidae,37522,Spondylolestes,37547,NA,Spondylolestes,n. gen.,,NA,rubidgei,n. sp.
1285178,occ,NA,,171146,Youngina,genus,37800,Wuchiapingian,Changhsingian,259.9,252.17,55691,Chordata,33815,Reptilia,36322,Eosuchia,37795,NO_FAMILY_SPECIFIED,NF,Youngina,37800,NA,Youngopsis,,,NA,rubidgei,n. sp.
1285184,occ,NA,,80216,Youngina,genus,37800,Wuchiapingian,Changhsingian,259.9,252.17,55668,Chordata,33815,Reptilia,36322,Eosuchia,37795,NO_FAMILY_SPECIFIED,NF,Youngina,37800,NA,Youngina,,,NA,capensis,
1285185,occ,NA,,89859,Youngina,genus,37800,Wuchiapingian,Changhsingian,259.9,252.17,55668,Chordata,33815,Reptilia,36322,Eosuchia,37795,NO_FAMILY_SPECIFIED,NF,Youngina,37800,NA,Youngina,,,NA,capensis,
1285186,occ,NA,,89859,Pareiasaurus,genus,37564,Wuchiapingian,Changhsingian,259.9,252.17,27216,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Pareiasaurus,37564,NA,Pareiasaurus,,,NA,serridens,
1285191,occ,NA,,171147,Youngina,genus,37800,Wuchiapingian,Changhsingian,259.9,252.17,55668,Chordata,33815,Reptilia,36322,Eosuchia,37795,NO_FAMILY_SPECIFIED,NF,Youngina,37800,NA,Youngina,,,NA,capensis,
1285194,occ,NA,,80226,Youngina,genus,37800,Wuchiapingian,Changhsingian,259.9,252.17,55668,Chordata,33815,Reptilia,36322,Eosuchia,37795,NO_FAMILY_SPECIFIED,NF,Youngina,37800,NA,Youngina,,,NA,capensis,
1285645,occ,NA,,171312,Huanansaurus,genus,324065,Campanian,Maastrichtian,83.6,66,55718,Chordata,33815,Saurischia,38505,Avetheropoda,55483,Oviraptoridae,38557,Huanansaurus,324065,NA,Huanansaurus,n. gen.,,NA,ganzhouensis,n. sp.
1285800,occ,NA,,101875,Pappochelys,genus,324090,Longobardian,,242,235,55686,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Pappochelys,324090,NA,Pappochelys,n. gen.,,NA,rosinae,n. sp.
1285822,occ,NA,,171337,Saurosternon,genus,37837,Wuchiapingian,Changhsingian,259.9,252.17,55723,Chordata,33815,Reptilia,36322,Eosuchia,37795,NO_FAMILY_SPECIFIED,NF,Saurosternon,37837,NA,Saurosternon,n. gen.,,NA,bainii,n. sp.
1285848,occ,NA,,171344,Erpetonyx,genus,324113,Gzhelian,,303.7,298.9,55727,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Erpetonyx,324113,NA,Erpetonyx,n. gen.,,NA,arsenaultorum,n. sp.
1285874,occ,NA,,171346,Zarcasaurus,genus,37774,Wolfcamp,,296.4,268,55729,Chordata,33815,Reptilia,36322,Araeoscelidia,37769,Araeoscelidae,37772,Zarcasaurus,37774,NA,Zarcasaurus,n. gen.,,NA,tanyderus,n. sp.
1285898,occ,NA,,52522,Kadaliosaurus,genus,37775,Sakmarian,,295.5,290.1,55731,Chordata,33815,Reptilia,36322,Araeoscelidia,37769,Araeoscelidae,37772,Kadaliosaurus,37775,NA,Kadaliosaurus,n. gen.,,NA,priscus,n. sp.
1285904,occ,NA,,171350,Aphelosaurus,genus,324122,Asselian,,298.9,295.5,55733,Chordata,33815,Reptilia,36322,Protorosauria,38183,Protorosauridae,38184,Aphelosaurus,324122,NA,Aphelosaurus,n. gen.,,NA,lutevensis,n. sp.
1285940,occ,NA,,171354,Tangasaurus,genus,37804,Changhsingian,,254.17,252.17,29374,Chordata,33815,Reptilia,36322,Eosuchia,37795,Tangasauridae,37801,Tangasaurus,37804,NA,Tangasaurus,n. gen.,,NA,mennelli,n. sp.
1285964,occ,NA,,85494,Hovasaurus,genus,37802,Lopingian,,259.9,252.17,55742,Chordata,33815,Reptilia,36322,Eosuchia,37795,Tangasauridae,37801,Hovasaurus,37802,NA,Hovasaurus,n. gen.,,NA,boulei,n. sp.
1286005,occ,NA,,67862,Abyssomedon,genus,324160,Leonard,,290.1,268,55746,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,Nyctiphruretidae,37518,Abyssomedon,324160,NA,Abyssomedon,n. gen.,,NA,williamsi,n. sp.
1286068,occ,NA,,171371,Sauropareion,genus,139841,Induan,Olenekian,252.17,247.2,55754,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,Procolophonidae,37522,Sauropareion,139841,NA,Sauropareion,,,NA,anoplus,
1286077,occ,NA,,171376,Pumiliopareia,genus,324255,Wuchiapingian,,259.9,254.17,55757,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Pumiliopareia,324255,NA,Nanoparia,,,NA,pricei,n. sp.
1286079,occ,NA,,171378,Anthodon,genus,37558,Wuchiapingian,,259.9,254.17,29040,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Anthodon,37558,NA,Anthodon,n. gen.,,NA,serrarius,n. sp.
1286080,occ,NA,,171377,Anthodon,genus,37558,Wuchiapingian,,259.9,254.17,55758,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Anthodon,37558,NA,Propappus,,,NA,parvus,n. sp.
1286081,occ,NA,,171379,Anthodon,genus,37558,Wuchiapingian,,259.9,254.17,6969,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Anthodon,37558,NA,Anthodon,,,NA,minusculus,
1286082,occ,NA,,171380,Provelosaurus,genus,117484,Roadian,Capitanian,272.3,259.9,29616,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,Pareiasauridae,37557,Provelosaurus,117484,NA,Pareiasaurus,,,NA,americanus,n. sp.
1286083,occ,NA,,171381,Provelosaurus,genus,117484,Roadian,Capitanian,272.3,259.9,29616,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,Pareiasauridae,37557,Provelosaurus,117484,NA,Pareiasaurus,,,NA,americanus,
1286092,occ,NA,,171384,Nanoparia,genus,37562,Wuchiapingian,,259.9,254.17,29616,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Nanoparia,37562,NA,Nanoparia,n. gen.,,NA,luckhoffi,n. sp.
1286265,occ,NA,,171408,Wendiceratops,genus,324308,Middle Campanian,,83.5,70.6,55763,Chordata,33815,Ornithischia,38712,NO_ORDER_SPECIFIED,NO,Ceratopsidae,38851,Wendiceratops,324308,NA,Wendiceratops,n. gen.,,NA,pinhornensis,n. sp.
1286765,occ,NA,,78694,Shihtienfenia,genus,37566,Changhsingian,,254.17,252.17,46469,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,Pareiasauridae,37557,Shihtienfenia,37566,NA,Shansisaurus,n. gen.,,NA,xuecunensis,n. sp.
1286767,occ,NA,,92909,Zhongjiania,genus,394626,Wuchiapingian,,259.9,254.17,55792,Chordata,33815,Reptilia,36322,NO_ORDER_SPECIFIED,NO,NO_FAMILY_SPECIFIED,NF,Zhongjiania,394626,NA,Tsiyuania,n. gen.,,NA,simplicidentata,n. sp.
1288613,occ,NA,,77891,Tetrapodophis,genus,325598,Late Aptian,,122.46,112.03,55874,Chordata,33815,Reptilia,36322,Squamata,36379,NO_FAMILY_SPECIFIED,NF,Tetrapodophis,325598,NA,Tetrapodophis,n. gen.,,NA,amplectus,n. sp.
1289281,occ,33938,,172153,Deltasuchus,genus,359455,Middle Cenomanian,,99.6,93.5,63207,Chordata,33815,Reptilia,36322,Eosuchia,37795,NO_FAMILY_SPECIFIED,NF,Deltasuchus,359455,NA,Deltasuchus,n. gen.,,NA,motherali,n. sp.
1289434,occ,NA,,172168,Macrocnemus,genus,38189,Ladinian,,242,237,55902,Chordata,33815,Reptilia,36322,Eosuchia,37795,Tanystropheidae,38195,Macrocnemus,38189,NA,Macrocnemus,,,NA,obristi,n. sp.
1289435,occ,NA,,172169,Macrocnemus,genus,38189,Ladinian,,242,237,55902,Chordata,33815,Reptilia,36322,Eosuchia,37795,Tanystropheidae,38195,Macrocnemus,38189,NA,Macrocnemus,,,NA,obristi,
1289473,occ,NA,,172172,Kuntur,genus,326043,Tortonian,,11.62,7.246,55908,Chordata,33815,Aves,36616,Cathartiformes,326041,Cathartidae,99060,Kuntur,326043,NA,Kuntur,n. gen.,,NA,cardenasi,n. sp.
1289504,occ,NA,,170680,Ichthyosaurus,genus,36558,Early Callovian,,164.7,161.2,55912,Chordata,33815,Reptilia,36322,Ichthyosauria,36543,Ichthyosauridae,38877,Ichthyosaurus,36558,NA,Ichthyosaurus,,,NA,quenstedti,
1289505,occ,NA,,170680,Plesiosaurus,genus,36504,Early Callovian,,164.7,161.2,55912,Chordata,33815,Reptilia,36322,Sauropterygia,38164,NO_FAMILY_SPECIFIED,NF,Plesiosaurus,36504,NA,Plesiosaurus,,,NA,sp.,
