order,superfamily,family,genus,fad,lad
Fusulinida,Ozawainelloidea,Staffellidae,Chenia,279.3,272.3
Fusulinida,Ozawainelloidea,Staffellidae,Nankinella,295.5,254.2
Fusulinida,Ozawainelloidea,Staffellidae,Pisolina,298.9,272.3
Fusulinida,Ozawainelloidea,Staffellidae,Pseudoendothyra,346.7,290.1
Fusulinida,Ozawainelloidea,Staffellidae,Staffella,290.1,272.3
Fusulinida,Ozawainelloidea,Kahlerinidae,Kahlerina,272.3,259.8
Fusulinida,Schubertelloidea,Schubertellidae,Biwaella,300.9,272.3
Fusulinida,Schubertelloidea,Schubertellidae,Boultonia,298.9,290.1
Fusulinida,Schubertelloidea,Schubertellidae,Codonofusiella,259.8,252.2
Fusulinida,Schubertelloidea,Schubertellidae,Dunbarula,265.1,259.8
Fusulinida,Schubertelloidea,Schubertellidae,Dutkevichites,303.7,295.5
Fusulinida,Schubertelloidea,Schubertellidae,Eoschubertella,315.2,307
Fusulinida,Schubertelloidea,Schubertellidae,Fusiella,315.2,307
Fusulinida,Schubertelloidea,Schubertellidae,Gallowaiina,254.2,252.2
Fusulinida,Schubertelloidea,Schubertellidae,Grovesella,319.4,265.1
Fusulinida,Schubertelloidea,Schubertellidae,Kwantoella,295.5,290.1
Fusulinida,Schubertelloidea,Schubertellidae,Lantschichites,259.8,252.2
Fusulinida,Schubertelloidea,Schubertellidae,Mesoschubertella,298.9,259.8
Fusulinida,Schubertelloidea,Schubertellidae,Minojapanella,265.1,252.2
Fusulinida,Schubertelloidea,Schubertellidae,Nanlingella,259.8,252.2
Fusulinida,Schubertelloidea,Schubertellidae,Neofusulinella,315.2,310.2
Fusulinida,Schubertelloidea,Schubertellidae,Neoschubertella,295.5,259.8
Fusulinida,Schubertelloidea,Schubertellidae,Palaeofusulina,254.2,252.2
Fusulinida,Schubertelloidea,Schubertellidae,Paradoxiella,265.1,259.8
Fusulinida,Schubertelloidea,Schubertellidae,Paradunbarula,265.1,259.8
Fusulinida,Schubertelloidea,Schubertellidae,Russiella,265.1,252.2
Fusulinida,Schubertelloidea,Schubertellidae,Schubertella,315.2,265.1
Fusulinida,Schubertelloidea,Schubertellidae,Schubertina,323.2,252.2
Fusulinida,Schubertelloidea,Schubertellidae,Sphaeroschwagerina,298.9,252.2
Fusulinida,Schubertelloidea,Schubertellidae,Yangchienia,298.9,259.8
Fusulinida,Fusulinoidea,Fusulinidae,Beedeina,315.2,307
Fusulinida,Fusulinoidea,Fusulinidae,Eofusulina,315.2,310.2
Fusulinida,Fusulinoidea,Fusulinidae,Eowedekindellina,323.2,315.2
Fusulinida,Fusulinoidea,Fusulinidae,Fusulina,315.2,307
Fusulinida,Fusulinoidea,Fusulinidae,Fusulinella,315.2,307
Fusulinida,Fusulinoidea,Fusulinidae,Hemifusulina,315.2,307
Fusulinida,Fusulinoidea,Fusulinidae,Obsoletes,307,303.7
Fusulinida,Fusulinoidea,Fusulinidae,Paraeofusulina,315.2,307
Fusulinida,Fusulinoidea,Fusulinidae,Parafusulinella,315.2,307
Fusulinida,Fusulinoidea,Fusulinidae,Profusulinella,319.4,310.2
Fusulinida,Fusulinoidea,Fusulinidae,Protriticites,308.2,303.7
Fusulinida,Fusulinoidea,Fusulinidae,Quasifusulina,315.2,290.1
Fusulinida,Fusulinoidea,Fusulinidae,Skinnerella,279.3,272.3
Fusulinida,Fusulinoidea,Fusulinidae,Wedekindellina,315.2,307
Fusulinida,Schwagerinoidea,Schwagerinidae,Carbonoschwagerina,303.7,298.9
Fusulinida,Schwagerinoidea,Schwagerinidae,Chalaroschwagerina,290.1,272.3
Fusulinida,Schwagerinoidea,Schwagerinidae,Chusenella,295.5,259.8
Fusulinida,Schwagerinoidea,Schwagerinidae,Cuniculinella,290.1,272.3
Fusulinida,Schwagerinoidea,Schwagerinidae,Daixina,303.7,295.5
Fusulinida,Schwagerinoidea,Schwagerinidae,Dunbarinella,303.7,290.1
Fusulinida,Schwagerinoidea,Schwagerinidae,Eoparafusulina,297.1,279.3
Fusulinida,Schwagerinoidea,Schwagerinidae,Eopolydiexodina,268.8,265.1
Fusulinida,Schwagerinoidea,Schwagerinidae,Monodiexodina,298.9,259.8
Fusulinida,Schwagerinoidea,Schwagerinidae,Montiparus,307,303.7
Fusulinida,Schwagerinoidea,Schwagerinidae,Parafusulina,272.3,252.2
Fusulinida,Schwagerinoidea,Schwagerinidae,Paraschwagerina,298.9,295.5
Fusulinida,Schwagerinoidea,Schwagerinidae,Polydiexodina,265.1,259.8
Fusulinida,Schwagerinoidea,Schwagerinidae,Pseudofusulina,299.6,272.3
Fusulinida,Schwagerinoidea,Schwagerinidae,Pseudoschwagerina,298.9,272.3
Fusulinida,Schwagerinoidea,Schwagerinidae,Schwagerina,295.5,279.3
Fusulinida,Schwagerinoidea,Schwagerinidae,Skinnerina,272.3,268.8
Fusulinida,Schwagerinoidea,Schwagerinidae,Taiyuanella,268.8,265.1
Fusulinida,Schwagerinoidea,Schwagerinidae,Triticites,307,290.1
Fusulinida,Schwagerinoidea,Schwagerinidae,Zellia,295.5,290.1
Fusulinida,Neoschwagerinoidea,Verbeekinida,Verbeekina,272.3,259.8
Fusulinida,Neoschwagerinoidea,Verbeekinida,Brevaxina,279.3,266.8
Fusulinida,Neoschwagerinoidea,Misellinidae,Misellina,279.3,266.8
Fusulinida,Neoschwagerinoidea,Pseudodoliolinidae,Pseudodoliolina,290.1,259.8
Fusulinida,Neoschwagerinoidea,Neoschwagerinidae,Cancellina,272.3,259.8
Fusulinida,Neoschwagerinoidea,Neoschwagerinidae,Neoschwagerina,268.8,259.8
Fusulinida,Neoschwagerinoidea,Neoschwagerinidae,Sumatrina,265.1,259.8
Fusulinida,Neoschwagerinoidea,Neoschwagerinidae,Yabeina,272.3,259.8
